"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2017","2017","10246"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2018","2018","9332"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2019","2019","9838"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2020","2020","8369"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2021","2021","7802"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2022","2022","9114"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2023","2023","9224"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Olomoucký kraj","CZ071","2024","2024","8805"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2005","2005","10181"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2006","2006","9887"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2007","2007","10922"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2008","2008","10395"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2009","2009","10044"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2010","2010","9430"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2011","2011","9227"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2012","2012","8887"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2013","2013","9197"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2014","2014","8807"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2015","2015","7964"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2016","2016","7398"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2017","2017","6867"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2018","2018","6199"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2019","2019","6185"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2020","2020","5452"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2021","2021","4818"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2022","2022","5980"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2023","2023","6302"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Zlínský kraj","CZ072","2024","2024","6100"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2005","2005","35145"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2006","2006","36993"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2007","2007","39729"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2008","2008","40952"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2009","2009","41731"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2010","2010","39721"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2011","2011","42474"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2012","2012","40623"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2013","2013","42853"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2014","2014","37233"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2015","2015","30364"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2016","2016","26528"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2017","2017","24781"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2018","2018","23465"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2019","2019","23885"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2020","2020","19635"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2021","2021","17865"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2022","2022","21884"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2023","2023","21564"
"Počet registrovaných skutků","6068","Celková kriminalita","0-999","Moravskoslezský kraj","CZ080","2024","2024","20396"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2000","2000","172245"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2001","2001","166827"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2002","2002","151492"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2003","2003","135581"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2004","2004","134444"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2005","2005","135281"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2006","2006","133695"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2007","2007","138852"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2008","2008","127906"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2009","2009","127604"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2010","2010","117685"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2011","2011","122238"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2012","2012","120168"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2013","2013","129181"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2014","2014","126237"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2015","2015","112139"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2016","2016","101678"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2017","2017","94890"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2018","2018","92795"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2019","2019","93202"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2020","2020","77786"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2021","2021","72493"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2022","2022","81474"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2023","2023","82992"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Česko","CZ","2024","2024","78178"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2005","2005","20070"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2006","2006","19104"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2007","2007","17509"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2008","2008","15193"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2009","2009","15778"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2010","2010","13986"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2011","2011","15584"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2012","2012","15964"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2013","2013","17754"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2014","2014","17620"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2015","2015","16225"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2016","2016","14181"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2017","2017","11780"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2018","2018","12129"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2019","2019","11191"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2020","2020","8660"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2021","2021","8833"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2022","2022","10383"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2023","2023","10328"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Hlavní město Praha","CZ010","2024","2024","10316"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2005","2005","11297"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2006","2006","11688"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2007","2007","13825"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2008","2008","12900"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2009","2009","14405"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2010","2010","13778"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2011","2011","14293"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2012","2012","13559"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2013","2013","14036"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2014","2014","13100"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2015","2015","11202"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2016","2016","10449"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2017","2017","9691"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2018","2018","9292"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2019","2019","9383"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2020","2020","8107"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2021","2021","7649"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2022","2022","8112"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2023","2023","8880"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Středočeský kraj","CZ020","2024","2024","8336"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Jihočeský kraj","CZ031","2005","2005","8322"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Jihočeský kraj","CZ031","2006","2006","7800"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Jihočeský kraj","CZ031","2007","2007","8272"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Jihočeský kraj","CZ031","2008","2008","8210"
"Počet objasněných skutků","6065","Celková kriminalita","0-999","Jihočeský kraj","CZ031","2009","2009","7793"
